Order ID,Customer Name,Customer Id,Age,Gender,Category,Sub Category,Region,State,City,Order Date,Time,Payment Method,Sales,Quantity,Discount,Profit,Rating
OD102,Roshan,30,44,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Coimbatore,2017-08-29,14:15:15,Ewallet,1527,22,0.17,671.88,9.0
OD103,Vinne,47,48,Female,Snacks,Chocolates,Central,Tamil Nadu,Nagercoil,2017-12-01,08:08:13,Cash,567,1,0.18,175.77,4.0
OD104,Amy,6,17,Female,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Ramanadhapuram,2016-11-13,08:20:12,Cash,969,55,0.27,184.11,10.0
OD105,Suresh,40,45,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Karur,2016-11-13,10:43:57,Cash,2300,6,0.14,1035.0,3.0
OD106,Komal,19,54,Female,Oil & Masala,Masalas,West,Tamil Nadu,Kanyakumari,2016-11-13,17:14:09,Cash,1575,29,0.33,78.75,10.0
OD107,Sundar,39,42,Male,Beverages,Health Drinks,South,Tamil Nadu,Cumbum,2018-11-23,14:45:57,Cash,540,7,0.12,108.0,10.0
OD108,Willams,48,24,Male,Snacks,Cookies,South,Tamil Nadu,Tirunelveli,2018-11-23,15:27:27,Credit card,536,44,0.34,176.88,1.0
OD109,Vidya,45,39,Female,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Tirunelveli,2018-11-23,18:57:53,Ewallet,556,6,0.21,155.68,1.0
OD110,Shree,36,34,Female,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Coimbatore,2016-10-15,19:48:01,Credit card,1179,25,0.16,271.17,4.0
OD111,Sundar,39,42,Male,Food Grains,Dals & Pulses,East,Tamil Nadu,Namakkal,2018-12-25,12:22:29,Cash,1487,25,0.12,505.58,5.0
OD112,Arvind,9,46,Male,Bakery,Breads & Buns,Central,Tamil Nadu,Pudukottai,2017-11-03,17:03:44,Cash,2220,11,0.1,111.0,9.0
OD113,Ravi,28,28,Male,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Dindigul,2017-11-03,09:32:21,Cash,2155,56,0.3,581.85,8.0
OD114,Vinne,47,48,Female,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Krishnagiri,2015-08-25,14:45:45,Cash,1154,22,0.1,69.24,4.0
OD115,Muneer,24,33,Male,Snacks,Noodles,East,Tamil Nadu,Salem,2015-08-25,19:47:56,Credit card,2420,34,0.11,242.0,1.0
OD116,Rumaiza,31,19,Female,Snacks,Chocolates,East,Tamil Nadu,Karur,2015-08-25,17:47:47,Cash,1305,17,0.24,287.1,10.0
OD117,Hussain,15,18,Male,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Bodi,2015-08-25,17:25:36,Cash,927,17,0.2,157.59,10.0
OD118,Arvind,9,46,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Viluppuram,2016-03-02,18:22:04,Cash,983,24,0.11,186.77,4.0
OD119,Akash,3,36,Male,Food Grains,Rice,South,Tamil Nadu,Chennai,2016-04-05,09:15:42,Cash,903,33,0.1,90.3,8.0
OD120,Ganesh,11,44,Male,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Cumbum,2017-06-12,14:19:57,Credit card,1235,12,0.12,74.1,10.0
OD121,Alan,4,22,Male,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Tirunelveli,2017-06-12,16:02:22,Ewallet,1243,26,0.24,174.02,10.0
OD122,Harish,13,53,Male,Bakery,Cakes,East,Tamil Nadu,Krishnagiri,2017-06-12,15:28:05,Cash,649,8,0.34,201.19,10.0
OD123,Veronica,44,26,Female,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Tenkasi,2017-06-12,11:41:48,Ewallet,2354,8,0.11,188.32,8.0
OD124,Anu,7,27,Female,Beverages,Soft Drinks,East,Tamil Nadu,Cumbum,2017-06-12,10:52:24,Cash,1443,60,0.27,187.59,10.0
OD125,Sudeep,37,71,Male,Bakery,Breads & Buns,Central,Tamil Nadu,Madurai,2015-12-26,12:20:23,Ewallet,975,7,0.26,390.0,10.0
OD126,Yusuf,50,57,Male,Fruits & Veggies,Organic Vegetables,Central,Tamil Nadu,Virudhunagar,2015-09-20,11:36:14,Cash,889,6,0.19,71.12,10.0
OD127,Shah,33,26,Male,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Karur,2018-11-05,19:38:47,Cash,2352,45,0.17,870.24,5.0
OD128,Harish,13,53,Male,Oil & Masala,Spices,West,Tamil Nadu,Tirunelveli,2018-11-05,16:37:26,Credit card,1293,9,0.23,336.18,10.0
OD129,Sharon,34,66,Female,Food Grains,Rice,West,Tamil Nadu,Bodi,2017-11-06,17:22:44,Cash,1458,15,0.29,597.78,10.0
OD130,Peer,25,51,Female,Food Grains,Atta & Flour,West,Tamil Nadu,Coimbatore,2017-11-06,13:48:32,Cash,1801,1,0.22,126.07,1.0
OD131,Haseena,14,27,Female,Snacks,Chocolates,East,Tamil Nadu,Tenkasi,2018-02-02,15:08:26,Ewallet,1261,55,0.29,416.13,7.0
OD132,Sundar,39,42,Male,Beverages,Soft Drinks,East,Tamil Nadu,Nagercoil,2018-02-02,17:53:53,Cash,2112,9,0.28,105.6,1.0
OD133,Ram,26,39,Male,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Ramanadhapuram,2018-02-02,11:31:51,Cash,640,7,0.24,140.8,2.0
OD134,Shah,33,26,Male,Bakery,Cakes,West,Tamil Nadu,Tenkasi,2017-10-13,18:27:41,Cash,1658,8,0.12,315.02,10.0
OD135,Harish,13,53,Male,Beverages,Health Drinks,West,Tamil Nadu,Ramanadhapuram,2017-10-13,18:48:13,Cash,2373,54,0.18,664.44,5.0
OD136,Veena,42,40,Female,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Cumbum,2017-10-13,09:31:01,Credit card,1430,16,0.19,514.8,1.0
OD137,Sundar,39,42,Male,Oil & Masala,Spices,West,Tamil Nadu,Viluppuram,2017-10-13,18:28:05,Credit card,1873,33,0.3,674.28,10.0
OD138,Jackson,16,69,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Theni,2017-10-13,12:57:44,Credit card,867,17,0.14,329.46,7.0
OD139,Malik,22,74,Male,Snacks,Noodles,West,Tamil Nadu,Theni,2017-10-13,19:16:53,Credit card,1101,14,0.19,484.44,5.0
OD140,Hussain,15,18,Male,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Ooty,2017-10-13,17:48:23,Credit card,1088,12,0.28,424.32,2.0
OD141,Veena,42,40,Female,Bakery,Biscuits,East,Tamil Nadu,Perambalur,2017-09-05,18:29:18,Ewallet,866,22,0.32,381.04,2.0
OD142,Aditi,2,23,Female,Oil & Masala,Masalas,West,Tamil Nadu,Tirunelveli,2018-09-18,19:02:30,Cash,2483,23,0.14,223.47,7.0
OD143,Surya,41,40,Male,Food Grains,Atta & Flour,West,Tamil Nadu,Kanyakumari,2018-09-18,10:44:23,Ewallet,1335,12,0.11,293.7,9.0
OD144,Sharon,34,66,Female,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Tenkasi,2018-09-18,18:39:20,Ewallet,765,8,0.24,252.45,1.0
OD145,Vinne,47,48,Female,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Tenkasi,2018-12-22,19:18:13,Ewallet,2403,31,0.2,624.78,10.0
OD146,Malik,22,74,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Coimbatore,2016-09-07,10:41:44,Credit card,1551,18,0.13,573.87,3.0
OD147,Ridhesh,29,12,Male,Food Grains,Organic Staples,East,Tamil Nadu,Theni,2015-10-22,13:15:35,Ewallet,1564,8,0.27,187.68,8.0
OD148,Harish,13,53,Male,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Tirunelveli,2017-12-05,12:55:51,Ewallet,1125,10,0.33,292.5,7.0
OD149,Veronica,44,26,Female,Beverages,Health Drinks,Central,Tamil Nadu,Tenkasi,2017-12-05,19:08:44,Ewallet,768,11,0.1,184.32,6.0
OD150,Ravi,28,28,Male,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Vellore,2017-12-05,15:57:29,Cash,1985,5,0.26,734.45,1.0
OD151,Muneer,24,33,Male,Food Grains,Rice,Central,Tamil Nadu,Bodi,2017-12-05,17:23:21,Cash,2287,5,0.13,1029.15,1.0
OD152,Jackson,16,69,Male,Snacks,Chocolates,West,Tamil Nadu,Pudukottai,2017-03-13,15:45:03,Credit card,1016,22,0.34,335.28,7.0
OD153,Amy,6,17,Female,Snacks,Cookies,West,Tamil Nadu,Namakkal,2017-03-13,13:41:29,Cash,852,16,0.26,76.68,9.0
OD154,Ram,26,39,Male,Food Grains,Organic Staples,West,Tamil Nadu,Ramanadhapuram,2016-05-31,17:36:47,Cash,1233,22,0.28,234.27,2.0
OD155,Jonas,18,37,Male,Snacks,Noodles,West,Tamil Nadu,Pudukottai,2016-05-31,10:18:27,Ewallet,2236,12,0.14,626.08,10.0
OD156,Ramesh,27,39,Male,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Viluppuram,2016-05-31,15:59:12,Ewallet,2188,15,0.32,809.56,10.0
OD157,Peer,25,51,Female,Snacks,Cookies,West,Tamil Nadu,Coimbatore,2016-05-28,15:27:33,Ewallet,1114,4,0.2,456.74,1.0
OD158,Komal,19,54,Female,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Salem,2015-03-01,16:26:37,Credit card,1774,33,0.15,620.9,1.0
OD159,Amy,6,17,Female,Beverages,Soft Drinks,Central,Tamil Nadu,Karur,2017-11-20,16:23:04,Ewallet,2364,4,0.21,1040.16,10.0
OD160,Amrish,5,30,Male,Food Grains,Dals & Pulses,Central,Tamil Nadu,Madurai,2017-11-20,18:05:23,Credit card,1487,34,0.11,148.7,10.0
OD161,Yadav,49,53,Male,Beverages,Soft Drinks,West,Tamil Nadu,Ooty,2017-05-11,19:01:49,Cash,713,31,0.3,192.51,3.0
OD162,Vinne,47,48,Female,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Kanyakumari,2016-12-28,10:35:06,Cash,737,8,0.2,280.06,7.0
OD163,Amrish,5,30,Male,Snacks,Chocolates,West,Tamil Nadu,Trichy,2017-11-16,16:28:47,Cash,1004,36,0.26,341.36,5.0
OD164,Hussain,15,18,Male,Snacks,Cookies,West,Tamil Nadu,Theni,2017-11-07,16:01:12,Cash,1516,18,0.32,121.28,7.0
OD165,Haseena,14,27,Female,Food Grains,Atta & Flour,Central,Tamil Nadu,Ramanadhapuram,2015-09-08,09:13:53,Cash,1442,25,0.28,605.64,10.0
OD166,Sudha,38,31,Female,Beverages,Health Drinks,Central,Tamil Nadu,Madurai,2015-09-08,13:41:41,Cash,1690,19,0.33,422.5,1.0
OD167,Adavan,1,31,Male,Snacks,Chocolates,Central,Tamil Nadu,Bodi,2015-09-08,08:52:52,Cash,2021,50,0.13,343.57,5.0
OD168,Aditi,2,23,Female,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Ooty,2015-09-08,08:24:25,Cash,2340,42,0.25,491.4,3.0
